Metadata_Compound_Source,Metadata_JCP2022
source_6,JCP2022_040259
source_6,JCP2022_040276
source_6,JCP2022_040279
source_6,JCP2022_040307
source_6,JCP2022_040308
source_6,JCP2022_040314
source_6,JCP2022_040329
source_6,JCP2022_040333
source_6,JCP2022_040340
source_6,JCP2022_040351
source_6,JCP2022_040371
source_6,JCP2022_040385
source_6,JCP2022_040396
source_6,JCP2022_040413
source_6,JCP2022_040472
source_6,JCP2022_040475
source_6,JCP2022_040477
source_6,JCP2022_040487
source_6,JCP2022_040493
source_6,JCP2022_040504
source_6,JCP2022_040511
source_6,JCP2022_040523
source_6,JCP2022_040535
source_6,JCP2022_040536
source_6,JCP2022_040544
source_6,JCP2022_040547
source_6,JCP2022_040549
source_6,JCP2022_040553
source_6,JCP2022_040557
source_6,JCP2022_040561
source_6,JCP2022_040573
source_6,JCP2022_040582
source_6,JCP2022_040586
source_6,JCP2022_040590
source_6,JCP2022_040596
source_6,JCP2022_040602
source_6,JCP2022_040607
source_6,JCP2022_040624
source_6,JCP2022_040635
source_6,JCP2022_040636
source_6,JCP2022_040654
source_6,JCP2022_040662
source_6,JCP2022_040685
source_6,JCP2022_040689
source_6,JCP2022_040702
source_6,JCP2022_040725
source_6,JCP2022_040736
source_6,JCP2022_040739
source_6,JCP2022_040741
source_6,JCP2022_040760
source_6,JCP2022_040766
source_6,JCP2022_040780
source_6,JCP2022_040802
source_6,JCP2022_040804
source_6,JCP2022_040817
source_6,JCP2022_040830
source_6,JCP2022_040837
source_6,JCP2022_040845
source_6,JCP2022_040860
source_6,JCP2022_040866
source_6,JCP2022_040870
source_6,JCP2022_040886
source_6,JCP2022_040890
source_6,JCP2022_040896
source_6,JCP2022_040901
source_6,JCP2022_040917
source_6,JCP2022_040923
source_6,JCP2022_040927
source_6,JCP2022_040929
source_6,JCP2022_040933
source_6,JCP2022_040936
source_6,JCP2022_040950
source_6,JCP2022_040958
source_6,JCP2022_040972
source_6,JCP2022_041000
source_6,JCP2022_041009
source_6,JCP2022_041015
source_6,JCP2022_041016
source_6,JCP2022_041038
source_6,JCP2022_041042
source_6,JCP2022_041043
source_6,JCP2022_041062
source_6,JCP2022_041063
source_6,JCP2022_041080
source_6,JCP2022_041096
source_6,JCP2022_041099
source_6,JCP2022_041108
source_6,JCP2022_041112
source_6,JCP2022_041114
source_6,JCP2022_041115
source_6,JCP2022_041126
source_6,JCP2022_041127
source_6,JCP2022_041170
source_6,JCP2022_041178
source_6,JCP2022_041184
source_6,JCP2022_041197
source_6,JCP2022_041198
source_6,JCP2022_041210
source_6,JCP2022_041215
source_6,JCP2022_041217
source_6,JCP2022_041222
source_6,JCP2022_041226
source_6,JCP2022_041230
source_6,JCP2022_041252
source_6,JCP2022_041257
source_6,JCP2022_041264
source_6,JCP2022_041275
source_6,JCP2022_041278
source_6,JCP2022_041280
source_6,JCP2022_041283
source_6,JCP2022_041286
source_6,JCP2022_041288
source_6,JCP2022_041296
source_6,JCP2022_041297
source_6,JCP2022_041303
source_6,JCP2022_041319
source_6,JCP2022_041323
source_6,JCP2022_041327
source_6,JCP2022_041328
source_6,JCP2022_041340
source_6,JCP2022_041341
source_6,JCP2022_041344
source_6,JCP2022_041358
source_6,JCP2022_041368
source_6,JCP2022_041387
source_6,JCP2022_041394
source_6,JCP2022_041422
source_6,JCP2022_041423
source_6,JCP2022_041443
source_6,JCP2022_041447
source_6,JCP2022_041454
source_6,JCP2022_041455
source_6,JCP2022_041458
source_6,JCP2022_041466
source_6,JCP2022_041478
source_6,JCP2022_041481
source_6,JCP2022_041497
source_6,JCP2022_041522
source_6,JCP2022_041527
source_6,JCP2022_041532
source_6,JCP2022_041539
source_6,JCP2022_041555
source_6,JCP2022_041572
source_6,JCP2022_041605
source_6,JCP2022_041613
source_6,JCP2022_041614
source_6,JCP2022_041619
source_6,JCP2022_041621
source_6,JCP2022_041646
source_6,JCP2022_041653
source_6,JCP2022_041663
source_6,JCP2022_041672
source_6,JCP2022_041680
source_6,JCP2022_041726
source_6,JCP2022_041727
source_6,JCP2022_041728
source_6,JCP2022_041732
source_6,JCP2022_041753
source_6,JCP2022_041763
source_6,JCP2022_041766
source_6,JCP2022_041793
source_6,JCP2022_041811
source_6,JCP2022_041830
source_6,JCP2022_041870
source_6,JCP2022_041886
source_6,JCP2022_041887
source_6,JCP2022_041893
source_6,JCP2022_041947
source_6,JCP2022_041951
source_6,JCP2022_041961
source_6,JCP2022_041981
source_6,JCP2022_041995
source_6,JCP2022_042017
source_6,JCP2022_042018
source_6,JCP2022_042023
source_6,JCP2022_042035
source_6,JCP2022_042041
source_6,JCP2022_042042
source_6,JCP2022_042044
source_6,JCP2022_042048
source_6,JCP2022_042052
source_6,JCP2022_042056
source_6,JCP2022_042070
source_6,JCP2022_042079
source_6,JCP2022_042095
source_6,JCP2022_042112
source_6,JCP2022_042114
source_6,JCP2022_042151
source_6,JCP2022_042169
source_6,JCP2022_042172
source_6,JCP2022_042175
source_6,JCP2022_042177
source_6,JCP2022_042178
source_6,JCP2022_042196
source_6,JCP2022_042215
source_6,JCP2022_042232
source_6,JCP2022_042238
source_6,JCP2022_042241
source_6,JCP2022_042245
source_6,JCP2022_042250
source_6,JCP2022_042263
source_6,JCP2022_042268
source_6,JCP2022_042282
source_6,JCP2022_042293
source_6,JCP2022_042303
source_6,JCP2022_042306
source_6,JCP2022_042317
source_6,JCP2022_042327
source_6,JCP2022_042334
source_6,JCP2022_042340
source_6,JCP2022_042341
source_6,JCP2022_042344
source_6,JCP2022_042353
source_6,JCP2022_042359
source_6,JCP2022_042365
source_6,JCP2022_042368
source_6,JCP2022_042373
source_6,JCP2022_042391
source_6,JCP2022_042403
source_6,JCP2022_042405
source_6,JCP2022_042411
source_6,JCP2022_042424
source_6,JCP2022_042459
source_6,JCP2022_042463
source_6,JCP2022_042464
source_6,JCP2022_042481
source_6,JCP2022_042487
source_6,JCP2022_042516
source_6,JCP2022_042518
source_6,JCP2022_042527
source_6,JCP2022_042531
source_6,JCP2022_042572
source_6,JCP2022_042580
source_6,JCP2022_042582
source_6,JCP2022_042594
source_6,JCP2022_042610
source_6,JCP2022_042616
source_6,JCP2022_042617
source_6,JCP2022_042633
source_6,JCP2022_042653
source_6,JCP2022_042657
source_6,JCP2022_042688
source_6,JCP2022_042690
source_6,JCP2022_042694
source_6,JCP2022_042695
source_6,JCP2022_042704
source_6,JCP2022_042723
source_6,JCP2022_042739
source_6,JCP2022_042744
source_6,JCP2022_042752
source_6,JCP2022_042760
source_6,JCP2022_042761
source_6,JCP2022_042762
source_6,JCP2022_042765
source_6,JCP2022_042780
source_6,JCP2022_042781
source_6,JCP2022_042799
source_6,JCP2022_042804
source_6,JCP2022_042823
source_6,JCP2022_042829
source_6,JCP2022_042840
source_6,JCP2022_042846
source_6,JCP2022_042850
source_6,JCP2022_042860
source_6,JCP2022_042863
source_6,JCP2022_042867
source_6,JCP2022_042876
source_6,JCP2022_042884
source_6,JCP2022_042888
source_6,JCP2022_042889
source_6,JCP2022_042899
source_6,JCP2022_042904
source_6,JCP2022_042905
source_6,JCP2022_042907
source_6,JCP2022_042910
source_6,JCP2022_042942
source_6,JCP2022_042948
source_6,JCP2022_042954
source_6,JCP2022_042973
source_6,JCP2022_042974
source_6,JCP2022_042989
source_6,JCP2022_042996
source_6,JCP2022_043004
source_6,JCP2022_043005
source_6,JCP2022_043011
source_6,JCP2022_043014
source_6,JCP2022_043025
source_6,JCP2022_043035
source_6,JCP2022_043038
source_6,JCP2022_043048
source_6,JCP2022_043049
source_6,JCP2022_043052
source_6,JCP2022_043061
source_6,JCP2022_043063
source_6,JCP2022_043066
source_6,JCP2022_043069
source_6,JCP2022_043078
source_6,JCP2022_043084
source_6,JCP2022_043093
source_6,JCP2022_043096
source_6,JCP2022_043119
source_6,JCP2022_043143
source_6,JCP2022_043172
source_6,JCP2022_043199
source_6,JCP2022_043201
source_6,JCP2022_043208
source_6,JCP2022_043219
source_6,JCP2022_043223
source_6,JCP2022_043236
source_6,JCP2022_043254
source_6,JCP2022_043258
source_6,JCP2022_043266
source_6,JCP2022_043273
source_6,JCP2022_043278
source_6,JCP2022_043293
source_6,JCP2022_043295
source_6,JCP2022_043303
source_6,JCP2022_043307
source_6,JCP2022_043313
source_6,JCP2022_043326
source_6,JCP2022_043360
source_6,JCP2022_043363
source_6,JCP2022_043369
source_6,JCP2022_043380
source_6,JCP2022_043382
source_6,JCP2022_043385
source_6,JCP2022_043395
source_6,JCP2022_043400
source_6,JCP2022_043408
source_6,JCP2022_043417
source_6,JCP2022_043421
source_6,JCP2022_043428
source_6,JCP2022_043439
source_6,JCP2022_043461
source_6,JCP2022_043463
source_6,JCP2022_043469
source_6,JCP2022_043489
source_6,JCP2022_043492
source_6,JCP2022_043496
source_6,JCP2022_043517
source_6,JCP2022_043518
source_6,JCP2022_043528
source_6,JCP2022_043531
source_6,JCP2022_043550
source_6,JCP2022_043552
source_6,JCP2022_043556
source_6,JCP2022_043559
source_6,JCP2022_043569
source_6,JCP2022_043591
source_6,JCP2022_043599
source_6,JCP2022_043601
source_6,JCP2022_043604
source_6,JCP2022_043617
source_6,JCP2022_043630
source_6,JCP2022_043635
source_6,JCP2022_043664
source_6,JCP2022_043683
source_6,JCP2022_043685
source_6,JCP2022_043724
source_6,JCP2022_043730
source_6,JCP2022_043744
source_6,JCP2022_043749
source_6,JCP2022_043767
source_6,JCP2022_043771
source_6,JCP2022_043793
source_6,JCP2022_043804
source_6,JCP2022_043805
source_6,JCP2022_043823
source_6,JCP2022_043828
source_6,JCP2022_043834
source_6,JCP2022_043867
source_6,JCP2022_043871
source_6,JCP2022_043872
source_6,JCP2022_043880
source_6,JCP2022_043945
source_6,JCP2022_043951
source_6,JCP2022_043971
source_6,JCP2022_043973
source_6,JCP2022_043978
source_6,JCP2022_043997
source_6,JCP2022_044003
source_6,JCP2022_044045
source_6,JCP2022_044051
source_6,JCP2022_044079
source_6,JCP2022_044080
source_6,JCP2022_044086
source_6,JCP2022_044091
source_6,JCP2022_044097
source_6,JCP2022_044100
source_6,JCP2022_044105
source_6,JCP2022_044116
source_6,JCP2022_044125
source_6,JCP2022_044128
source_6,JCP2022_044132
source_6,JCP2022_044151
source_6,JCP2022_044157
source_6,JCP2022_044161
source_6,JCP2022_044162
source_6,JCP2022_044163
source_6,JCP2022_044167
source_6,JCP2022_044175
source_6,JCP2022_044180
source_6,JCP2022_044187
source_6,JCP2022_044189
source_6,JCP2022_044204
source_6,JCP2022_044206
source_6,JCP2022_044209
source_6,JCP2022_044212
source_6,JCP2022_044227
source_6,JCP2022_044228
source_6,JCP2022_044245
source_6,JCP2022_044247
source_6,JCP2022_044268
source_6,JCP2022_044295
source_6,JCP2022_044298
source_6,JCP2022_044314
source_6,JCP2022_044331
source_6,JCP2022_044344
source_6,JCP2022_044396
source_6,JCP2022_044398
source_6,JCP2022_044400
source_6,JCP2022_044404
source_6,JCP2022_044412
source_6,JCP2022_044414
source_6,JCP2022_044427
source_6,JCP2022_044428
source_6,JCP2022_044429
source_6,JCP2022_044433
source_6,JCP2022_044448
source_6,JCP2022_044455
source_6,JCP2022_044474
source_6,JCP2022_044484
source_6,JCP2022_044485
source_6,JCP2022_044489
source_6,JCP2022_044496
source_6,JCP2022_044508
source_6,JCP2022_044509
source_6,JCP2022_044511
source_6,JCP2022_044529
source_6,JCP2022_044542
source_6,JCP2022_044551
source_6,JCP2022_044573
source_6,JCP2022_044596
source_6,JCP2022_044598
source_6,JCP2022_044603
source_6,JCP2022_044606
source_6,JCP2022_044620
source_6,JCP2022_044627
source_6,JCP2022_044635
source_6,JCP2022_044636
source_6,JCP2022_044642
source_6,JCP2022_044664
source_6,JCP2022_044690
source_6,JCP2022_044694
source_6,JCP2022_044708
source_6,JCP2022_044711
source_6,JCP2022_044718
source_6,JCP2022_044720
source_6,JCP2022_044723
source_6,JCP2022_044734
source_6,JCP2022_044752
source_6,JCP2022_044770
source_6,JCP2022_044774
source_6,JCP2022_044792
source_6,JCP2022_044793
source_6,JCP2022_044802
source_6,JCP2022_044806
source_6,JCP2022_044807
source_6,JCP2022_044866
source_6,JCP2022_044872
source_6,JCP2022_044875
source_6,JCP2022_044890
source_6,JCP2022_044903
source_6,JCP2022_044904
source_6,JCP2022_044906
source_6,JCP2022_044911
source_6,JCP2022_044922
source_6,JCP2022_044926
source_6,JCP2022_044929
source_6,JCP2022_044952
source_6,JCP2022_044964
source_6,JCP2022_044969
source_6,JCP2022_044970
source_6,JCP2022_044975
source_6,JCP2022_044977
source_6,JCP2022_044978
source_6,JCP2022_044981
source_6,JCP2022_044992
source_6,JCP2022_044998
source_6,JCP2022_045003
source_6,JCP2022_045009
source_6,JCP2022_045011
source_6,JCP2022_045021
source_6,JCP2022_045039
source_6,JCP2022_045040
source_6,JCP2022_045046
source_6,JCP2022_045050
source_6,JCP2022_045051
source_6,JCP2022_045056
source_6,JCP2022_045069
source_6,JCP2022_045078
source_6,JCP2022_045087
source_6,JCP2022_045098
source_6,JCP2022_045108
source_6,JCP2022_045135
source_6,JCP2022_045145
source_6,JCP2022_045165
source_6,JCP2022_045180
source_6,JCP2022_045185
source_6,JCP2022_045190
source_6,JCP2022_045199
source_6,JCP2022_045202
source_6,JCP2022_045215
source_6,JCP2022_045230
source_6,JCP2022_045246
source_6,JCP2022_045259
source_6,JCP2022_045271
source_6,JCP2022_045305
source_6,JCP2022_045312
source_6,JCP2022_045316
source_6,JCP2022_045327
source_6,JCP2022_045333
source_6,JCP2022_045339
source_6,JCP2022_045341
source_6,JCP2022_045349
source_6,JCP2022_045354
source_6,JCP2022_045360
source_6,JCP2022_045374
source_6,JCP2022_045377
source_6,JCP2022_045387
source_6,JCP2022_045393
source_6,JCP2022_045395
source_6,JCP2022_045399
source_6,JCP2022_045406
source_6,JCP2022_045413
source_6,JCP2022_045456
source_6,JCP2022_045458
source_6,JCP2022_045496
source_6,JCP2022_045504
source_6,JCP2022_045508
source_6,JCP2022_045511
source_6,JCP2022_045522
source_6,JCP2022_045524
source_6,JCP2022_045526
source_6,JCP2022_045529
source_6,JCP2022_045535
source_6,JCP2022_045558
source_6,JCP2022_045589
source_6,JCP2022_045615
source_6,JCP2022_045619
source_6,JCP2022_045631
source_6,JCP2022_045641
source_6,JCP2022_045644
source_6,JCP2022_045658
source_6,JCP2022_045659
source_6,JCP2022_045673
source_6,JCP2022_045676
source_6,JCP2022_045677
source_6,JCP2022_045679
source_6,JCP2022_045696
source_6,JCP2022_045720
source_6,JCP2022_045733
source_6,JCP2022_045739
source_6,JCP2022_045741
source_6,JCP2022_045744
source_6,JCP2022_045753
source_6,JCP2022_045769
source_6,JCP2022_045771
source_6,JCP2022_045776
source_6,JCP2022_045792
source_6,JCP2022_045799
source_6,JCP2022_045809
source_6,JCP2022_045816
source_6,JCP2022_045831
source_6,JCP2022_045860
source_6,JCP2022_045869
source_6,JCP2022_045872
source_6,JCP2022_045899
source_6,JCP2022_045919
source_6,JCP2022_045936
source_6,JCP2022_045941
source_6,JCP2022_045946
source_6,JCP2022_045964
source_6,JCP2022_045972
source_6,JCP2022_045980
source_6,JCP2022_046007
source_6,JCP2022_046013
source_6,JCP2022_046015
source_6,JCP2022_046017
source_6,JCP2022_046019
source_6,JCP2022_046035
source_6,JCP2022_046043
source_6,JCP2022_046060
source_6,JCP2022_046076
source_6,JCP2022_046083
source_6,JCP2022_046084
source_6,JCP2022_046087
source_6,JCP2022_046104
source_6,JCP2022_046121
source_6,JCP2022_046128
source_6,JCP2022_046130
source_6,JCP2022_046136
source_6,JCP2022_046137
source_6,JCP2022_046147
source_6,JCP2022_046148
source_6,JCP2022_046149
source_6,JCP2022_046154
source_6,JCP2022_046156
source_6,JCP2022_046159
source_6,JCP2022_046161
source_6,JCP2022_046163
source_6,JCP2022_046177
source_6,JCP2022_046202
source_6,JCP2022_046217
source_6,JCP2022_046219
source_6,JCP2022_046226
source_6,JCP2022_046230
source_6,JCP2022_046248
source_6,JCP2022_046259
source_6,JCP2022_046272
source_6,JCP2022_046280
source_6,JCP2022_046282
source_6,JCP2022_046298
source_6,JCP2022_046301
source_6,JCP2022_046304
source_6,JCP2022_046328
source_6,JCP2022_046341
source_6,JCP2022_046344
source_6,JCP2022_046349
source_6,JCP2022_046363
source_6,JCP2022_046381
source_6,JCP2022_046389
source_6,JCP2022_046395
source_6,JCP2022_046398
source_6,JCP2022_046403
source_6,JCP2022_046407
source_6,JCP2022_046418
source_6,JCP2022_046424
source_6,JCP2022_046426
source_6,JCP2022_046457
source_6,JCP2022_046479
source_6,JCP2022_046486
source_6,JCP2022_046489
source_6,JCP2022_046507
source_6,JCP2022_046508
source_6,JCP2022_046514
source_6,JCP2022_046521
source_6,JCP2022_046522
source_6,JCP2022_046523
source_6,JCP2022_046529
source_6,JCP2022_046538
source_6,JCP2022_046540
source_6,JCP2022_046546
source_6,JCP2022_046547
source_6,JCP2022_046550
source_6,JCP2022_046551
source_6,JCP2022_046556
source_6,JCP2022_046558
source_6,JCP2022_046567
source_6,JCP2022_046570
source_6,JCP2022_046579
source_6,JCP2022_046602
source_6,JCP2022_046610
source_6,JCP2022_046615
source_6,JCP2022_046616
source_6,JCP2022_046626
source_6,JCP2022_046634
source_6,JCP2022_046642
source_6,JCP2022_046651
source_6,JCP2022_046658
source_6,JCP2022_046667
source_6,JCP2022_046685
source_6,JCP2022_046692
source_6,JCP2022_046707
source_6,JCP2022_046719
source_6,JCP2022_046720
source_6,JCP2022_046721
source_6,JCP2022_046733
source_6,JCP2022_046771
source_6,JCP2022_046781
source_6,JCP2022_046783
source_6,JCP2022_046791
source_6,JCP2022_046803
source_6,JCP2022_046821
source_6,JCP2022_046833
source_6,JCP2022_046834
source_6,JCP2022_046846
source_6,JCP2022_046850
source_6,JCP2022_046852
source_6,JCP2022_046860
source_6,JCP2022_046885
source_6,JCP2022_046898
source_6,JCP2022_046905
source_6,JCP2022_046910
source_6,JCP2022_046924
source_6,JCP2022_046925
source_6,JCP2022_046938
source_6,JCP2022_046941
source_6,JCP2022_046958
source_6,JCP2022_046986
source_6,JCP2022_046991
source_6,JCP2022_046999
source_6,JCP2022_047005
source_6,JCP2022_047024
source_6,JCP2022_047032
source_6,JCP2022_047035
source_6,JCP2022_047049
source_6,JCP2022_047050
source_6,JCP2022_047052
source_6,JCP2022_047053
source_6,JCP2022_047064
source_6,JCP2022_047072
source_6,JCP2022_047073
source_6,JCP2022_047081
source_6,JCP2022_047083
source_6,JCP2022_047093
source_6,JCP2022_047104
source_6,JCP2022_047117
source_6,JCP2022_047122
source_6,JCP2022_047123
source_6,JCP2022_047142
source_6,JCP2022_047159
source_6,JCP2022_047161
source_6,JCP2022_047175
source_6,JCP2022_047179
source_6,JCP2022_047192
source_6,JCP2022_047197
source_6,JCP2022_047199
source_6,JCP2022_047200
source_6,JCP2022_047212
source_6,JCP2022_047219
source_6,JCP2022_047234
source_6,JCP2022_047240
source_6,JCP2022_047242
source_6,JCP2022_047249
source_6,JCP2022_047257
source_6,JCP2022_047264
source_6,JCP2022_047274
source_6,JCP2022_047278
source_6,JCP2022_047280
source_6,JCP2022_047282
source_6,JCP2022_047289
source_6,JCP2022_047298
source_6,JCP2022_047306
source_6,JCP2022_047307
source_6,JCP2022_047309
source_6,JCP2022_047311
source_6,JCP2022_047328
source_6,JCP2022_047329
source_6,JCP2022_047337
source_6,JCP2022_047350
source_6,JCP2022_047364
source_6,JCP2022_047379
source_6,JCP2022_047382
source_6,JCP2022_047383
source_6,JCP2022_047391
source_6,JCP2022_047396
source_6,JCP2022_047397
source_6,JCP2022_047403
source_6,JCP2022_047407
source_6,JCP2022_047413
source_6,JCP2022_047415
source_6,JCP2022_047440
source_6,JCP2022_047445
source_6,JCP2022_047447
source_6,JCP2022_047455
source_6,JCP2022_047463
source_6,JCP2022_047474
source_6,JCP2022_047482
source_6,JCP2022_047486
source_6,JCP2022_047489
source_6,JCP2022_047515
source_6,JCP2022_047522
source_6,JCP2022_047525
source_6,JCP2022_047546
source_6,JCP2022_047547
source_6,JCP2022_047552
source_6,JCP2022_047564
source_6,JCP2022_047565
source_6,JCP2022_047574
source_6,JCP2022_047587
source_6,JCP2022_047591
source_6,JCP2022_047607
source_6,JCP2022_047619
source_6,JCP2022_047620
source_6,JCP2022_047623
source_6,JCP2022_047626
source_6,JCP2022_047637
source_6,JCP2022_047640
source_6,JCP2022_047666
source_6,JCP2022_047673
source_6,JCP2022_047676
source_6,JCP2022_047685
source_6,JCP2022_047690
source_6,JCP2022_047693
source_6,JCP2022_047706
source_6,JCP2022_047707
source_6,JCP2022_047729
source_6,JCP2022_047736
source_6,JCP2022_047756
source_6,JCP2022_047757
source_6,JCP2022_047758
source_6,JCP2022_047762
source_6,JCP2022_047774
source_6,JCP2022_047775
source_6,JCP2022_047776
source_6,JCP2022_047787
source_6,JCP2022_047795
source_6,JCP2022_047800
source_6,JCP2022_047821
source_6,JCP2022_047854
source_6,JCP2022_047857
source_6,JCP2022_047870
source_6,JCP2022_047880
source_6,JCP2022_047907
source_6,JCP2022_047922
source_6,JCP2022_047924
source_6,JCP2022_047937
source_6,JCP2022_047938
source_6,JCP2022_047942
source_6,JCP2022_047945
source_6,JCP2022_047946
source_6,JCP2022_047960
source_6,JCP2022_047969
source_6,JCP2022_047986
source_6,JCP2022_048000
source_6,JCP2022_048005
source_6,JCP2022_048030
source_6,JCP2022_048036
source_6,JCP2022_048041
source_6,JCP2022_048046
source_6,JCP2022_048062
source_6,JCP2022_048068
source_6,JCP2022_048069
source_6,JCP2022_048071
source_6,JCP2022_048077
source_6,JCP2022_048099
source_6,JCP2022_048122
source_6,JCP2022_048124
source_6,JCP2022_048130
source_6,JCP2022_048132
source_6,JCP2022_048149
source_6,JCP2022_048153
source_6,JCP2022_048170
source_6,JCP2022_048202
source_6,JCP2022_048213
source_6,JCP2022_048226
source_6,JCP2022_048231
source_6,JCP2022_048235
source_6,JCP2022_048260
source_6,JCP2022_048265
source_6,JCP2022_048266
source_6,JCP2022_048268
source_6,JCP2022_048270
source_6,JCP2022_048271
source_6,JCP2022_048280
source_6,JCP2022_048296
source_6,JCP2022_048323
source_6,JCP2022_048324
source_6,JCP2022_048328
source_6,JCP2022_048331
source_6,JCP2022_048332
source_6,JCP2022_048335
source_6,JCP2022_048346
source_6,JCP2022_048351
source_6,JCP2022_048353
source_6,JCP2022_048354
source_6,JCP2022_048410
source_6,JCP2022_048415
source_6,JCP2022_048444
source_6,JCP2022_048450
source_6,JCP2022_048478
source_6,JCP2022_048489
source_6,JCP2022_048493
source_6,JCP2022_048498
source_6,JCP2022_048501
source_6,JCP2022_048510
source_6,JCP2022_048520
source_6,JCP2022_048529
source_6,JCP2022_048534
source_6,JCP2022_048542
source_6,JCP2022_048546
source_6,JCP2022_048641
source_6,JCP2022_048659
source_6,JCP2022_048664
source_6,JCP2022_048669
source_6,JCP2022_048674
source_6,JCP2022_048681
source_6,JCP2022_048693
source_6,JCP2022_048695
source_6,JCP2022_048700
source_6,JCP2022_048702
source_6,JCP2022_048704
source_6,JCP2022_048708
source_6,JCP2022_048719
source_6,JCP2022_048720
source_6,JCP2022_048722
source_6,JCP2022_048723
source_6,JCP2022_048730
source_6,JCP2022_048735
source_6,JCP2022_048746
source_6,JCP2022_048783
source_6,JCP2022_048787
source_6,JCP2022_048801
source_6,JCP2022_048803
source_6,JCP2022_048810
source_6,JCP2022_048822
source_6,JCP2022_048824
source_6,JCP2022_048853
source_6,JCP2022_048861
source_6,JCP2022_048869
source_6,JCP2022_048880
source_6,JCP2022_048885
source_6,JCP2022_048896
source_6,JCP2022_048917
source_6,JCP2022_048925
source_6,JCP2022_048931
source_6,JCP2022_048937
source_6,JCP2022_048940
source_6,JCP2022_048946
source_6,JCP2022_048961
source_6,JCP2022_048964
source_6,JCP2022_048972
source_6,JCP2022_048977
source_6,JCP2022_048990
source_6,JCP2022_049016
source_6,JCP2022_049029
source_6,JCP2022_049044
source_6,JCP2022_049057
source_6,JCP2022_049059
source_6,JCP2022_049103
source_6,JCP2022_049108
source_6,JCP2022_049116
source_6,JCP2022_049123
source_6,JCP2022_049137
source_6,JCP2022_049138
source_6,JCP2022_049150
source_6,JCP2022_049152
source_6,JCP2022_049153
source_6,JCP2022_049159
source_6,JCP2022_049164
source_6,JCP2022_049178
source_6,JCP2022_049179
source_6,JCP2022_049185
source_6,JCP2022_049217
source_6,JCP2022_049218
source_6,JCP2022_049219
source_6,JCP2022_049225
source_6,JCP2022_049228
source_6,JCP2022_049255
source_6,JCP2022_049280
source_6,JCP2022_049281
source_6,JCP2022_049282
source_6,JCP2022_049301
source_6,JCP2022_049311
source_6,JCP2022_049320
source_6,JCP2022_049338
source_6,JCP2022_049370
source_6,JCP2022_049372
source_6,JCP2022_049390
source_6,JCP2022_049400
source_6,JCP2022_049430
source_6,JCP2022_049433
source_6,JCP2022_049439
source_6,JCP2022_049449
source_6,JCP2022_049456
source_6,JCP2022_049471
source_6,JCP2022_049477
source_6,JCP2022_049486
source_6,JCP2022_049492
source_6,JCP2022_049501
source_6,JCP2022_049520
source_6,JCP2022_049553
source_6,JCP2022_049562
source_6,JCP2022_049579
source_6,JCP2022_049582
source_6,JCP2022_049584
source_6,JCP2022_049588
source_6,JCP2022_049591
source_6,JCP2022_049597
source_6,JCP2022_049602
source_6,JCP2022_049603
source_6,JCP2022_049620
source_6,JCP2022_049633
source_6,JCP2022_049662
source_6,JCP2022_049686
source_6,JCP2022_049700
source_6,JCP2022_049719
source_6,JCP2022_049736
source_6,JCP2022_049747
source_6,JCP2022_049749
source_6,JCP2022_049760
source_6,JCP2022_049761
source_6,JCP2022_049764
source_6,JCP2022_049768
source_6,JCP2022_049773
source_6,JCP2022_049780
source_6,JCP2022_049790
source_6,JCP2022_049798
source_6,JCP2022_049830
source_6,JCP2022_049853
source_6,JCP2022_049863
source_6,JCP2022_049867
source_6,JCP2022_049872
source_6,JCP2022_049882
source_6,JCP2022_049883
source_6,JCP2022_049893
source_6,JCP2022_049896
source_6,JCP2022_049898
source_6,JCP2022_049902
source_6,JCP2022_049907
source_6,JCP2022_049914
source_6,JCP2022_049918
source_6,JCP2022_049932
source_6,JCP2022_049933
source_6,JCP2022_049935
source_6,JCP2022_049941
source_6,JCP2022_049949
source_6,JCP2022_049952
source_6,JCP2022_049969
source_6,JCP2022_049975
source_6,JCP2022_050002
source_6,JCP2022_050003
source_6,JCP2022_050007
source_6,JCP2022_050010
source_6,JCP2022_050017
source_6,JCP2022_050018
source_6,JCP2022_050019
source_6,JCP2022_050044
source_6,JCP2022_050050
source_6,JCP2022_050052
source_6,JCP2022_050065
source_6,JCP2022_050087
source_6,JCP2022_050088
source_6,JCP2022_050099
source_6,JCP2022_050100
source_6,JCP2022_050101
source_6,JCP2022_050134
source_6,JCP2022_050135
source_6,JCP2022_050136
source_6,JCP2022_050144
source_6,JCP2022_050165
source_6,JCP2022_050180
source_6,JCP2022_050182
source_6,JCP2022_050185
source_6,JCP2022_050198
source_6,JCP2022_050202
source_6,JCP2022_050211
source_6,JCP2022_050213
source_6,JCP2022_050215
source_6,JCP2022_050221
source_6,JCP2022_050233
source_6,JCP2022_050234
source_6,JCP2022_050236
source_6,JCP2022_050241
source_6,JCP2022_050248
source_6,JCP2022_050253
source_6,JCP2022_050257
source_6,JCP2022_050265
source_6,JCP2022_050295
source_6,JCP2022_050310
source_6,JCP2022_050312
source_6,JCP2022_050319
source_6,JCP2022_050320
source_6,JCP2022_050342
source_6,JCP2022_050373
source_6,JCP2022_050383
source_6,JCP2022_050399
source_6,JCP2022_050400
source_6,JCP2022_050409
source_6,JCP2022_050426
source_6,JCP2022_050429
source_6,JCP2022_050435
source_6,JCP2022_050438
source_6,JCP2022_050443
